5560270	미래부와 교육부가 기초연구를 위해 2015년 정부연구개발사업에 낸 액수를 합하면 얼마니
5622871	미래부가 10개의 신산업 창조 프로젝트를 추진하는 이유는 뭐야
5612359	과기정통부가 몇 년도에 인공지능 정책 수요자의 현장 소통 예산을  확대되니
5433792	제5회 WTO 모의재판 경연대회에 산업통상자원부 장관이 직접 참여해서 우승팀을 심사하니
5607351	산업부는 2021년에 에너지 인력양성에 얼마를 투자할 예정이야
5333886	정부대전청사에서 현장체감 물가동향 조사 등을 위해 주부 물가 모니터단을 창설한 곳은 어디일까
5518957	인민일보에 따르면 2012년 기준으로 어떻게 2차산업에 980개의 일자리 창출이 가능할까
5580594	복합적으로 연구자의 개인별 역량 발전, 직무특성, 연구활동 포트폴리오와 경력경로를 연결하는 평가는 무엇이야
5446745	중기청이 주관한 산업혁신운동은 10대 대기업 그룹의 30여명이 참석하여 어디에서 진행될 예정일까
5571149	마약류 의약품의 오남용 사고 예방 및 행정 효율성 향상을 위해 어떻게 하니
5753523	행정안전부는 긴급구조전화서비스 통합.연계 체계를 어떻게 총괄.조정하도록 했니
5525833	인공지능 반도체 혁신기업을 육성하기 위해 8개 기업을 선발하여 맞춤형 지원을 하는 사업이 신설되지
5512771	항공담요, 에코백 등 생활소비재를 생산하는 지역대표 여성기업은 뭐야
5577025	국가연구개발사업 예비타당성조사는 기획재정부에서 어떤 정부부처로 위탁되었니
5479853	환경경영의 단계 중 모니터링 바로 전에 수행돼야 하는 단계는 뭐야
5595183	2018년 8월 전체 관객 수는 3026만 명으로 전년 대비 몇 퍼센트 증가했니
5525852	무엇이 감귤꽃혹파리 성충의 몸길이로 어울릴까
5423205	공모전 최우수작에 대한 산업부의 후속지원으로 어떤 기관과 연계를 통해 사업화 컨설팅을 제공하니
5470653	통근 및 통학 이동현황에서 경기도 통근 응답자의 74퍼센트는 거주하고 있는 시군으로 이동한다고 답했니
5423791	질 좋은 특허가 창출되도록 특허기술료 징수 실적은 보조로 판단되는 지표 중에 하나지
5478165	서비스 및 소비재산업에서는 어렵지만 원부자재 중심의 수출 환경에서 기회가 확대될 나라가 어디야
5346643	반 뼘 정도의 가까운 거리에서만 통신이 가능해 초기에는 모바일 결제 서비스에 주로 활용한게 뭐야
5718178	어떤 방법으로 비위를 일으킬 수 있는 기관의 낡은 제도와 부적정 관행을 좋게 변화시킬 수 있을까
5711684	몇 년도에 오염총량관리제의 임의제 추진이 공포되었어
5526893	투명성 확보와 재무구조 개선 등을 위해 에너지 공기관 상장 방안을 발표한 것은 언제야
5326427	어떤 부처들에서 국제공항을 통한 불법입국을 차단하고 출입국심사의 신속화를 위해 직제 개편을 추진하니
5393558	몇 퍼센트의 한국인이 2007년부터 2016년까지 리튬 이차전지 특허 출원을 했어
5712669	신중년 직무교육 프로그램에 참여하려면 신청일 기준 주민등록지가 어디여야 해
5661832	어떤 방법으로 어린이 활동공간 환경안전진단을 해야하는 대상자로 정했을까
5445167	산업통상자원부에서 몇 년 동안 연속 수출 6,000불을 이루겠다고 했지
5398635	미국에서의 4년 이내 대학 졸업률은 1960년에 46.7퍼센트를 기록했니
5360604	무엇이 지방공사 타 법인 출자와 신규투자 제한에 관한 개정안을 입법예보한 법률형식이지
5389439	코로나 19 예방접종 후 추진단이 한국에서 처음으로 발생했다고 발표한 확정사례가 뭐야
5645131	환경부는 한강하구 지역에 어떤 방법으로 철새의 먹이 장소 및 쉼터를 제공할까
5639419	자연공원법 개정안에서 문화자원 보전과 관리를 위해 지역주민협조를 유도하는 지역은 무엇이니
5561096	바이오벤처 분야는 투자에 있어 최고치를 달성하여 그 열기를 지속 확산하기 위해 지원을 어떻게 하니
