5560270	1305696_0
5622871	1212125_4
5612359	1409983
5433792	79259
5607351	163725_3
5333886	27808_1
5518957	30896_22
5580594	1374134_5
5446745	78320_4
5571149	1269950_1
5753523	59454
5525833	3179804_2
5512771	41223620_1
5577025	1594282_0
5479853	31007
5595183	49228_36
5525852	1224349_23
5423205	156865_3
5470653	38746_5
5423791	77044_0
5478165	30896_10
5346643	15171_0
5718178	1403214
5711684	168310_1
5526893	1309240_27
5326427	56277_0
5393558	16415_0
5712669	20190801163538243
5661832	346105_1
5445167	161215_4
5398635	67173_8
5360604	29912_0
5389439	713493_2
5645131	150998
5639419	880130_3
5561096	1513152
5623104	561630_8
5547403	1342430
5355295	15276_0
5317216	713204_1
5602624	1380324
5410516	163899_0
5591391	1212489_13
5470204	47310_0
5709460	168323_0
5602324	1381485
5605368	47883_141
5309972	347111_1
5628174	147630_0
5312939	D0000042378146
5395368	158919_58
5600315	2217615_3
5638079	165888_1
5721069	618690_0
5320414	39407
5557156	740820_0
5544340	1348788_0
5723963	83845
5445061	78807_12
5598122	47883_86
5318535	9428
5585970	1289353_0
5393205	140964_2
5318919	78910_3
5742659	179282_0
5359969	73014-4_0
5360508	3159158
5710400	15325_1
5306790	D0000042260721
5636943	166827_2
5390851	47500_12
5684391	162319
5748216	887670
5688545	179488
5319942	16315
5317264	68240_0
5433687	78805_37
5547169	3180068_0
5602013	1293440_0
5467735	DOM_0000000001923448
5748468	663500_0
5309274	30173_0
5648029	347718
5755108	176214_2
5292400	D0000042580871_11
5741623	370310
5559065	1284342
5548984	309546_0
5726947	820790
5580204	21634_14
5337758	37403
5755713	1214153_1
5400981	78060_5
5347184	66558
5405852	163877_1
5351653	44986
5568756	1214274_6
5432415	156517_1
5296055	155697251
5321117	123479
5687932	83341_0
5327437	72135
5455860	DOM_0000000002638186
5356106	47924_0
5475604	29875_3
5710496	1294178
5342782	363770
5599811	1213432_0
5603905	1212897
5574045	28794_2
5359457	69844_0
5307372	D0000042314203_0
5703657	1304991
5558829	1277558_0
5449576	159461_3
5407981	159650_0
5719535	167984
5603247	1366432_0
5581874	17406_30
5331841	340997_17
5716432	38760
5353687	47044_1
5646921	159848
5513882	41050634
5456720	17660
5465406	95076703
5752786	140947
5521899	32065_17
5724273	311810_2
5648213	1019015_1
5710861	336360_1
5466613	95082280_0
5636229	816460
5628594	176922
5656705	168144
5325233	365944_1
5591231	2264674_3
5288428	D0000042715007
5576696	21634_62
5600479	1286752
5338596	326848
5471215	78309_2
5515891	1213599
5326512	41597
5288763	D0000042590389
5388061	57772_3
5643534	156108_0
5331282	14880
5795442	1274910_5
5406448	158308_0
5592928	1274091
5698111	185231_3
5637696	47485
